time (ms),x-accel,y-accel,z-accel
86986.30027,-0.667374,-0.261353,0.187195
86986.3255,-0.054153,-0.69191,0.175278
86986.35077,0.20813,-0.702072,0.144211
86986.37601,0.349564,-0.885742,0.232758
86986.40125,0.303757,-0.933319,0.337036
86986.42652,0.269928,-1.125885,0.528336
86986.45175,0.469513,-1.417068,0.745163
86986.47702,0.433624,-1.336502,0.702637
86986.50226,0.412857,-1.409348,0.710358
86986.5275,0.686386,-1.491867,0.90744
86986.55276,1.002258,-1.47876,0.411362
86986.578,1.000488,-0.882294,0.48732
86986.60326,0.486877,-0.718933,0.593231
86986.6285,0.924103,-0.655396,0.313965
86986.65374,1.154938,-0.797226,0.189804
86986.679,0.305466,-1.532761,-0.338028
86986.70425,-1.442657,-0.631256,-0.440659
86986.72951,-2.737915,-1.79985,0.212189
86986.75475,-0.880051,-0.714828,1.217026
86986.77999,5.339462,-2.283646,-5.710876
86986.80525,0.703568,-1.297348,-0.642868
86986.83049,-0.934158,-0.641006,0.776718
86986.85575,-1.782761,-0.952682,0.369766
86986.881,0.100876,-0.841171,0.110535
86986.90623,0.507904,-1.120438,-0.195312
86986.93149,-0.881744,-0.872223,0.111496
86986.95674,-0.193817,-0.909668,0.18576
86986.982,-0.033585,-0.960266,0.195465
86987.00723,-0.242722,-0.935944,0.200653
86987.03247,-0.125183,-1.003662,0.153366
86987.05773,-0.148697,-0.988602,0.227158
86987.08297,-0.079117,-0.969116,0.242035
86987.10823,-0.048508,-0.951782,0.225189
86987.13347,-0.111694,-0.973892,0.197159
86987.1587,-0.065094,-0.989014,0.18808
86987.18396,-0.06044,-0.985794,0.232071
86987.20921,-0.018631,-0.994217,0.274384
86987.23445,0.051468,-0.908997,0.230194
86987.2597,0.103653,-0.95961,0.293335
86987.28495,0.052567,-0.890945,0.242294
86987.31021,0.027023,-0.970673,0.281723
86987.33545,-0.040497,-0.975204,0.153198
86987.36071,0.225403,-1.217682,0.370316
86987.38595,0.077896,-1.327423,0.408218
86987.41119,0.193695,-1.36113,-0.037262
86987.43645,0.22023,-1.357544,0.021744
86987.46169,0.185654,-1.011673,0.238617
86987.48695,0.237778,-0.850342,0.347
86987.5122,0.448975,-0.69693,0.489655
86987.53744,0.840561,-0.727875,0.350708
86987.5627,0.728271,-0.663177,0.422165
86987.58794,0.439529,-0.591614,0.466751
86987.6132,0.485138,-0.610138,0.458893
86987.63844,0.59993,-0.573578,0.43663
86987.66368,0.695633,-0.595947,0.517746
86987.68894,0.702164,-0.614639,0.559875
86987.71418,0.845184,-0.53421,0.473801
86987.73944,0.983414,-0.498932,0.470337
